Sequence ID,gb,knn,log,nb,rf,svm,tree
NP_417190.1 anaerobic nitric oxide reductase flavorubredoxin,0,0,0,0,0,0,0
NP_417191.1 NADH:flavorubredoxin reductase,1,0,1,0,0,0,0
NP_417192.1 carbamoyltransferase HypF,0,0,0,1,0,0,0
NP_417193.1 putative electron transport protein HydN,1,1,1,0,0,0,0
NP_417194.2 DNA-binding transcriptional repressor AscG,1,0,1,1,1,1,1
NP_417196.1 6-phospho-beta-glucosidase AscB,0,0,0,1,0,0,0
NP_417197.1 hydrogenase 3 maturation protease,0,0,0,0,0,0,0
NP_417198.1 formate hydrogenlyase assembly protein,0,0,0,0,0,0,0
NP_417199.1 formate hydrogenlyase subunit HycG,0,1,0,0,0,0,1
NP_417200.1 formate hydrogenlyase subunit HycF,0,1,0,0,1,0,1
NP_417201.1 formate hydrogenlyase subunit HycE,1,1,1,1,1,0,0
NP_417202.1 formate hydrogenlyase subunit HycD,1,1,1,1,1,1,1
NP_417203.1 formate hydrogenlyase subunit HycC,1,1,1,1,1,1,1
NP_417204.1 formate hydrogenlyase subunit HycB,1,1,1,0,1,0,1
NP_417205.1 regulator of the transcriptional regulator FhlA,0,0,0,0,0,0,0
NP_417206.1 hydrogenase 3 nickel incorporation protein HypA,1,1,1,0,0,1,0
NP_417207.1 hydrogenase isoenzymes nickel incorporation protein HypB,0,0,0,0,0,0,0
NP_417208.1 hydrogenase 3 maturation protein HypC,1,1,1,0,0,1,0
NP_417209.1 Fe-(CN)2CO cofactor assembly scaffold protein HypD,0,0,0,0,0,0,0
NP_417210.2 hydrogenase maturation protein carbamoyl dehydratase,0,0,0,1,0,0,0
NP_417211.1 DNA-binding transcriptional activator FhlA,0,0,0,1,0,0,0
NP_417212.1 protein YgbA,0,0,0,0,0,0,0
NP_417213.1 DNA mismatch repair protein MutS,1,0,1,1,0,0,0
NP_417214.1 phosphoprotein phosphatase 2,0,0,0,0,0,0,0
NP_417215.2 putative DeoR-type DNA-binding transcriptional regulator YgbI,0,0,0,1,0,0,0
NP_417216.1 putative L-threonate dehydrogenase,1,0,0,1,1,0,0
NP_417217.1 putative 3-oxo-tetronate kinase YgbK,0,0,1,1,0,0,0
NP_417218.1 putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL,0,0,0,0,0,0,0
NP_417219.1 putative 2-oxo-tetronate isomerase YgbM,0,0,0,0,0,0,0
NP_417220.1 putative transporter YgbN,1,1,1,1,1,1,1
NP_417221.1 RNA polymerase sigma S (sigma 38) factor,1,0,0,0,0,0,0
NP_417222.1 murein hydrolase activator NlpD,1,0,1,1,1,1,1
NP_417223.1 L-isoaspartate protein carboxylmethyltransferase type II,1,0,1,0,0,1,0
NP_417224.1 broad specificity 5'(3')-nucleotidase and polyphosphatase,0,0,0,0,0,0,0
NP_417225.1 tRNA pseudouridine(13) synthase,0,0,0,0,0,0,0
NP_417226.1 2-C-methyl-D-erythritol 2-cyclodiphosphate synthase,1,0,1,0,0,1,0
NP_417227.1 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,0,0,0,0,0,0,0
NP_417228.1 cell division protein FtsB,1,0,0,0,0,0,0
NP_417229.1 conserved inner membrane protein YgbE,1,1,1,1,1,1,1
NP_417230.1 adenylyl-sulfate kinase,1,0,1,0,0,0,0
NP_417231.1 sulfate adenylyltransferase subunit 1,1,0,1,0,0,0,0
NP_417232.1 sulfate adenylyltransferase subunit 2,0,0,0,0,0,0,0
NP_417233.1 alkaline phosphatase isozyme conversion protein,1,0,0,0,1,0,0
NP_417234.2 CRISPR-associated endoribonuclease Cas2,0,1,0,0,1,0,1
NP_417235.1 multifunctional nuclease Cas1,0,0,0,0,0,0,0
NP_417236.1 pre-CRISPR RNA endonuclease,0,0,0,0,0,0,0
NP_417237.2 type I-E CRISPR system Cascade subunit CasD,1,0,0,1,0,0,0
NP_417238.1 type I-E CRISPR system Cascade subunit CasC,0,0,0,0,0,0,0
NP_417239.1 type I-E CRISPR system Cascade subunit CasB,0,0,0,0,0,0,0
NP_417240.1 type I-E CRISPR system Cascade subunit CasA,0,0,0,1,1,0,0
NP_417241.1 CRISPR-associated endonuclease/helicase Cas3,0,0,0,1,1,0,1
NP_417242.1 phosphoadenosine phosphosulfate reductase,0,0,0,0,0,0,0
NP_417243.1 sulfite reductase hemoprotein subunit,0,0,0,0,0,0,0
NP_417244.1 sulfite reductase flavoprotein subunit,1,0,1,1,1,0,0
NP_417245.1 6-carboxy-5-tetrahydropterin synthase,1,1,0,0,0,1,0
NP_417246.4 putative oxidoreductase with FAD/NAD(P)-binding domain,0,0,0,1,0,0,0
NP_417247.2 putative 4Fe-4S cluster-containing protein,0,0,0,0,0,0,0
NP_417248.1 putative anti-terminator regulatory protein,0,0,0,1,1,0,0
NP_417249.4 putative flavoprotein,0,0,0,1,0,0,0
NP_417250.4 putative flavoprotein,0,0,0,0,0,0,0
NP_417251.2 putative transporter YgcS,1,1,1,1,1,1,1
NP_417254.4 putative deoxygluconate dehydrogenase,0,0,0,1,1,0,0
NP_417255.1 putative transport protein YqcE,1,1,1,1,1,1,1
NP_417256.1 putative sugar kinase YgcE,0,0,0,1,1,0,0
NP_417257.1 putative 7-carboxy-7-deazaguanine synthase QueE,1,0,1,0,0,1,0
NP_417258.4 protein YgcG,1,1,1,1,1,1,1
NP_417259.1 enolase,1,0,1,0,1,0,0
NP_417260.1 CTP synthetase,1,0,1,1,0,0,0
NP_417261.1 nucleoside triphosphate pyrophosphohydrolase,0,0,0,0,0,0,0
NP_417262.1 endoribonuclease toxin MazF,1,1,1,0,0,1,0
NP_417263.1 antitoxin of the MazF-MazE toxin-antitoxin system MazE,0,0,0,0,0,0,0
NP_417264.1 GDP/GTP pyrophosphokinase,1,0,1,1,0,0,0
NP_417265.1 23S rRNA m(5)U1939 methyltransferase,0,0,0,0,0,0,0
NP_417266.1 sensory histidine kinase BarA,1,1,1,1,1,1,1
NP_417267.1 D-glucarate dehydratase,1,0,1,1,1,1,0
NP_417268.1 glucarate dehydratase-related protein,0,0,0,0,0,0,0
NP_417269.1 galactarate/glucarate/glycerate transporter GudP,1,1,1,1,1,1,1
NP_417270.1 putative flavodoxin YqcA,1,1,1,1,1,1,1
NP_417271.1 tRNA pseudouridine(65) synthase,0,0,0,0,0,0,0
NP_417272.1 DUF446 domain-containing protein YqcC,0,0,0,0,0,0,0
NP_417273.1 SecY-interacting protein,0,0,0,0,0,0,0
NP_417274.1 7-cyano-7-deazaguanine reductase,0,0,0,0,0,0,0
NP_417275.1 nucleotide 5'-monophosphate nucleosidase,1,0,1,1,0,0,0
NP_417276.1 serine:H(+) symporter SdaC,1,1,1,1,1,1,1
NP_417277.1 L-serine deaminase II,1,0,0,1,0,0,0
NP_417278.4 flap endonuclease,1,1,1,0,0,0,0
NP_417279.2 L-1-propanediol oxidoreductase,1,0,1,1,1,1,0
NP_417280.1 L-fuculose-phosphate aldolase,0,0,0,0,0,0,0
NP_417281.1 L-fucose:H(+) symporter,1,1,1,1,1,1,1
NP_417282.1 L-fucose isomerase,0,0,0,1,0,0,0
NP_417283.2 L-fuculokinase,1,0,0,1,1,0,0
NP_417284.1 L-fucose mutarotase,0,0,0,0,0,0,0
NP_417285.1 DNA-binding transcriptional activator FucR,0,0,0,0,0,0,0
NP_417286.1 23S rRNA 2'-O-ribose C2498 methyltransferase,1,0,1,0,0,1,0
NP_417287.1 conserved inner membrane protein YgdD,1,1,1,1,1,1,1
NP_417288.1 DNA-binding transcriptional dual regulator GcvA,0,0,0,0,0,0,0
NP_417289.2 DUF903 domain-containing lipoprotein YgdI,1,1,1,0,1,1,1
NP_417290.1 cysteine sulfinate desulfinase,0,0,0,1,0,0,0
NP_417291.1 sulfur acceptor protein CsdE,1,1,1,0,1,1,1
NP_417292.1 tRNA threonylcarbamoyladenosine dehydratase,1,0,1,0,1,0,0
NP_417293.1 membrane-bound lytic murein transglycosylase A,1,1,1,1,1,1,1
NP_417294.4 N-acetylmuramoyl-L-alanine amidase C,1,1,1,1,1,1,1
NP_417295.1 N-acetylglutamate synthase,1,0,1,0,0,0,0
NP_417296.1 exodeoxyribonuclease V subunit RecD,0,0,0,1,0,0,0
NP_417297.1 exodeoxyribonuclease V subunit RecB,0,1,0,1,0,0,0
NP_417298.1 protease 3,1,1,1,1,1,1,1
NP_417299.1 exodeoxyribonuclease V subunit RecC,0,1,1,1,1,0,0
NP_417300.1 putative YgdA,1,1,1,1,0,1,0
NP_417301.4 DUF2509 domain-containing protein YgdB,1,1,0,1,1,0,1
NP_417302.1 conserved protein PpdB,1,0,0,0,1,0,0
NP_417303.1 conserved protein PpdA,1,1,1,1,1,1,1
NP_417304.1 thymidylate synthase,1,0,1,0,0,1,0
NP_417305.1 phosphatidylglycerol--prolipoprotein diacylglyceryl transferase,1,0,1,1,1,1,1
NP_417306.1 phosphoenolpyruvate-protein phosphotransferase PtsP,1,0,1,1,0,0,0
NP_417307.1 RNA pyrophosphohydrolase,0,0,0,0,0,0,0
NP_417308.1 DNA mismatch repair protein MutH,0,0,0,0,0,0,0
NP_417309.1 UPF0053 inner membrane protein YgdQ,1,0,1,1,0,1,0
NP_417310.1 DUF903 domain-containing lipoprotein YgdR,1,1,1,0,1,1,1
NP_417311.1 putative NADP(H)-dependent aldo-keto reductase Tas,0,0,0,0,1,0,1
NP_417312.1 lysophospholipid transporter,1,1,1,1,1,1,1
NP_417313.1 acyltransferase,1,1,1,1,1,1,1
NP_417314.1 DNA-binding transcriptional dual regulator GalR,1,0,1,1,1,1,0
NP_417315.1 diaminopimelate decarboxylase,1,0,1,0,0,0,0
NP_417316.1 DNA-binding transcriptional dual regulator LysR,0,0,0,1,0,0,0
NP_417317.1 amino acid racemase,0,0,0,0,0,0,0
NP_417318.1 arabinose:H(+) symporter,1,1,1,1,1,1,1
NP_417319.1 putative 2-keto-3-deoxy-D-gluconate dehydrogenase,1,0,0,1,1,0,0
NP_417320.1 5-dehydro-4-deoxy-D-glucuronate isomerase,0,0,0,0,0,0,0
NP_417321.2 putative acyltransferase,0,0,0,1,0,0,0
NP_417322.1 putative transporter YqeG,1,1,1,1,1,1,1
NP_417323.2 putative LuxR family transcriptional regulator YqeH,0,0,0,1,0,0,0
NP_417324.1 putative transcriptional regulator YqeI,1,0,0,0,1,0,0
NP_417325.4 protein YqeJ,1,0,0,0,1,0,1
NP_417326.2 protein YqeK,0,0,0,0,0,0,0
NP_417328.1 TPR repeat-containing putative chaperone YgeG,0,0,0,0,0,0,0
NP_417329.1 putative transcriptional regulator YgeH,0,0,0,0,0,0,0
NP_417330.1 protein YgeI,0,0,0,0,1,0,1
NP_417337.1 IS2 insertion element protein InsB,0,0,0,0,0,0,0
NP_417338.3 IS2 insertion element repressor InsA,0,0,0,0,0,0,0
NP_417341.4 LysM domain-containing putative peptidase lipoprotein YgeR,1,0,0,1,1,0,1
NP_417342.1 putative xanthine dehydrogenase molybdenum-binding subunit XdhA,0,1,0,1,1,0,0
NP_417343.1 putative xanthine dehydrogenase FAD-binding subunit XdhB,0,0,0,0,0,0,0
NP_417344.1 putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC,0,0,0,0,0,0,0
NP_417345.1 putative sigma(54)-dependent transcriptional regulator YgeV,0,0,0,1,0,0,0
NP_417347.1 2-diaminopropionate ammonia-lyase,1,0,1,1,1,1,1
NP_417348.1 putative peptidase YgeY,1,0,1,0,0,0,0
NP_417349.4 phenylhydantoinase,0,0,0,1,0,0,0
NP_417350.1 putative amino acid kinase YqeA,1,0,0,0,1,0,0
NP_417351.1 XdhC-CoxI family protein YqeB,0,0,0,1,0,0,0
NP_417352.2 uncharacterized protein YqeC,0,0,0,1,0,0,0
NP_417353.1 molybdenum cofactor cytidylyltransferase,0,0,0,0,0,0,0
NP_417354.1 putative oxidoreductase Fe-S subunit,0,1,1,1,0,0,0
NP_417355.4 putative aminohydrolase,0,0,0,1,0,0,0
NP_417356.1 putative oxidoreductase,1,1,1,0,1,1,0
NP_417357.1 fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit,0,0,0,1,0,0,0
NP_417358.2 xanthine:H(+) symporter XanQ,1,1,1,1,1,1,1
NP_417359.1 guanine deaminase,0,0,0,0,0,0,0
NP_417362.4 putative oxidoreductase 4Fe-4S ferredoxin-type subunit,1,1,1,0,1,1,0
NP_417363.2 fused putative oxidoreductase Fe-S subunit and nucleotide-binding subunit,1,0,1,1,0,0,0
NP_417364.2 urate:H(+) symporter,1,1,1,1,1,1,1
NP_417365.1 isopentenyl-diphosphate Delta-isomerase,0,0,0,0,0,0,0
NP_417366.1 lysine--tRNA ligase constitutive,0,0,0,0,0,0,0
NP_417367.1 peptide chain release factor RF2,1,0,0,0,0,0,0
NP_417368.1 ssDNA-specific exonuclease RecJ,1,0,1,1,1,0,0
NP_417369.1 protein disulfide isomerase DsbC,1,0,1,0,1,1,1
NP_417370.1 site-specific recombinase,0,0,0,0,0,0,0
NP_417371.1 flavodoxin 2,1,0,1,0,1,1,1
NP_417372.1 protein YgfX,1,0,0,1,1,0,1
NP_417373.1 FAD assembly factor,0,0,0,0,0,0,0
NP_417374.1 folate-binding protein,0,0,0,0,0,0,0
NP_417375.1 hemolysin-III family protein,1,1,1,1,1,1,1
NP_417376.1 PUA-like domain-containing protein YqfB,1,0,1,0,0,1,0
NP_417377.1 6-phospho-beta-glucosidase A,1,0,1,1,0,0,0
NP_417378.1 putative NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,0,0,1,1,0,0,0
NP_417379.1 glycine decarboxylase,1,0,1,1,0,0,0
NP_417380.1 glycine cleavage system H protein,0,0,0,0,0,0,0
NP_417381.1 aminomethyltransferase,0,0,0,0,0,0,0
NP_417382.1 2-octaprenylphenol hydroxylase,0,0,0,1,0,0,0
NP_417383.1 2-octaprenyl-6-methoxyphenol hydroxylase,1,0,0,1,1,0,0
NP_417384.1 proline aminopeptidase P II,0,0,0,0,0,0,0
NP_417385.4 UPF0149 family protein YgfB,1,0,1,0,0,0,0
NP_417386.1 cell division protein ZapA,0,0,0,0,0,0,0
NP_417387.3 putative 5-formyltetrahydrofolate cyclo-ligase,1,0,1,0,1,1,1
NP_417388.1 phosphoglycerate dehydrogenase,0,0,0,0,0,0,0
NP_417389.1 ribose-5-phosphate isomerase A,1,0,1,1,1,1,0
NP_417391.1 DNA-binding transcriptional dual regulator ArgP,1,1,1,0,0,1,0
NP_417392.1 methylmalonyl-CoA mutase,1,0,1,1,1,0,0
NP_417393.1 methylmalonyl-CoA mutase-interacting GTPase YgfD,0,0,0,0,0,0,0
NP_417394.4 methylmalonyl-CoA decarboxylase,0,0,0,0,0,0,0
NP_417395.1 propionyl-CoA:succinate CoA transferase,1,0,0,1,0,0,0
NP_417396.4 putative LysR-type DNA-binding transcriptional regulator YgfI,1,0,0,0,0,0,0
NP_417397.1 uncharacterized protein YggE,1,1,1,0,1,1,1
NP_417398.1 L-arginine exporter,1,1,1,1,1,1,1
NP_417399.1 small conductance mechanosensitive channel MscS,1,1,1,1,1,1,1
NP_417400.1 fructose-bisphosphate aldolase class II,1,1,1,0,0,1,0
NP_417401.1 phosphoglycerate kinase,0,0,1,0,0,0,0
NP_417402.1 D-erythrose-4-phosphate dehydrogenase,0,0,0,0,0,0,0
NP_417403.1 P-loop NTPase domain-containing protein YggC,0,0,0,0,0,0,0
NP_417404.1 fumarase E,0,0,0,0,0,0,0
NP_417405.1 fructose 1-bisphosphatase YggF,1,0,1,0,1,0,0
NP_417408.1 mannitol-specific PTS enzyme IICB component CmtA,1,1,1,1,1,1,1
NP_417409.1 mannitol-specific PTS enzyme IIA component CmtB,1,0,1,1,1,1,1
NP_417411.2 metalloprotease LoiP,1,0,1,1,1,1,1
NP_417412.1 agmatinase,1,0,1,0,0,1,0
NP_417413.1 arginine decarboxylase biosynthetic,1,1,1,1,1,0,0
NP_417414.2 acid stress response protein YqgB,1,1,1,0,1,1,1
NP_417415.1 protein YqgC,0,0,0,0,0,0,0
NP_417417.1 methionine adenosyltransferase,1,0,1,0,0,1,0
NP_417418.1 galactose:H(+) symporter,1,1,1,1,1,1,1
NP_417419.1 conserved protein YggI,0,0,0,0,0,0,0
NP_417420.1 DNA-specific endonuclease I,1,1,1,0,1,1,1
NP_417421.4 16S rRNA m(3)U1498 methyltransferase,0,1,0,0,0,0,0
NP_417422.1 glutathione synthetase,0,0,0,0,0,0,0
NP_417423.4 DUF179 domain-containing protein YqgE,1,0,0,0,0,1,0
NP_417424.1 ribonuclease H-like domain containing nuclease,0,0,0,0,0,0,0
NP_417425.2 Type II/IV secretion system family protein,0,0,0,0,0,0,0
NP_417426.1 PLP homeostasis protein,1,0,1,0,0,0,0
NP_417427.1 uncharacterized protein YggT,1,1,1,1,1,1,1
NP_417428.2 conserved protein YggU,0,0,0,0,0,0,0
NP_417429.1 dITP/XTP pyrophosphatase,0,0,0,0,0,0,0
NP_417430.1 putative coproporphyrinogen-III oxidase-like protein YggW,0,0,0,0,0,0,0
NP_417431.1 DUF1202 domain-containing protein YggM,1,0,1,0,1,1,1
NP_417432.1 L-asparaginase 2,1,1,1,1,1,1,1
NP_417433.1 putative EcfF,1,0,1,0,0,1,0
NP_417434.4 protein YggL,0,0,0,0,0,0,0
NP_417435.1 tRNA m(7)G46 methyltransferase,1,0,0,0,0,0,0
NP_417436.1 adenine DNA glycosylase,0,0,0,1,1,0,0
NP_417437.1 putative Fe(2(+))-trafficking protein,1,0,1,0,0,0,0
NP_417438.2 membrane-bound lytic murein transglycosylase C,1,0,1,1,0,1,0
NP_417439.4 nucleoside:H(+) symporter NupG,1,1,1,1,1,1,1
NP_417440.4 ornithine decarboxylase biosynthetic,0,0,0,1,1,0,0
NP_417441.1 DUF554 domain-containing protein YqgA,1,1,1,1,1,1,1
NP_417442.1 putative type II secretion system M-type protein,1,0,0,0,1,0,0
NP_417445.1 lipoprotein YghG,1,1,0,1,1,0,1
NP_417446.4 prepilin peptidase,1,1,1,1,1,1,1
NP_417449.1 glycolate/lactate:H(+) symporter GlcA,1,1,1,1,1,1,1
NP_417450.1 malate synthase G,0,0,0,1,0,0,0
NP_417451.1 putative heme-binding protein GlcG,1,1,1,1,1,1,0
NP_417453.1 glycolate dehydrogenase putative FAD-linked subunit,0,1,0,0,0,0,0
NP_417454.1 DNA-binding transcriptional dual regulator GlcC,0,1,0,0,0,0,0
NP_417456.1 IS5 transposase and trans-activator,0,0,0,0,0,0,0
NP_417458.1 putative ATP-binding protein YghR,0,1,0,0,1,0,1
NP_417459.1 putative ATP-binding protein YghS,1,1,0,1,1,0,1
NP_417460.1 putative ATP-binding protein YghT,1,0,0,0,0,0,1
NP_417461.1 metal phosphate:H(+) symporter PitB,1,1,1,1,1,1,1
NP_417462.1 fused glutathionylspermidine amidase/glutathionylspermidine synthetase,0,0,0,1,0,0,0
NP_417463.4 disulfide reductase/organic hydroperoxide reductase,0,0,0,0,0,0,0
NP_417464.1 hydrogenase 2 accessory protein,1,1,1,0,1,1,1
NP_417465.1 hydrogenase maturation protein HybF,0,0,0,0,0,0,0
NP_417466.1 hydrogenase 2-specific chaperone,0,0,0,1,0,0,0
NP_417467.1 putative hydrogenase 2 maturation protease,1,0,0,0,0,0,0
NP_417468.1 hydrogenase 2 large subunit,1,0,1,1,1,1,1
NP_417469.1 hydrogenase 2 membrane subunit,1,1,1,1,1,1,1
NP_417470.1 hydrogenase 2 iron-sulfur protein,1,1,1,1,1,0,1
NP_417471.1 hydrogenase 2 small subunit,1,0,1,1,1,0,0
NP_417472.1 DUF2623 domain-containing protein YghW,1,1,1,0,0,1,1
NP_417474.1 L-glyceraldehyde 3-phosphate reductase,0,0,0,1,0,0,0
NP_417475.1 uncharacterized protein YqhA,1,1,1,1,1,1,0
NP_417476.1 NADP(+)-dependent aldehyde reductase,1,1,1,0,1,1,1
NP_417478.1 Ton complex subunit ExbD,1,1,1,0,1,1,1
NP_417479.1 Ton complex subunit ExbB,1,1,1,1,1,1,1
NP_417481.1 cystathionine beta-lyase/L-cysteine desulfhydrase,0,0,0,1,0,0,0
NP_417482.1 DedA family protein YghB,1,1,1,1,1,1,1
NP_417483.2 DNA-binding transcriptional activator YqhC,1,0,0,0,1,0,0
NP_417484.1 NADPH-dependent aldehyde reductase YqhD,0,0,0,0,0,0,0
NP_417485.4 methylglyoxal reductase DkgA,0,0,0,0,0,0,0
NP_417487.1 lipoprotein YqhH,1,1,0,0,1,0,0
NP_417489.1 cell division protein required during stress conditions,1,0,1,1,1,1,1
NP_417490.1 1-acylglycerol-3-phosphate O-acyltransferase,1,1,0,1,1,0,0
NP_417491.1 DNA topoisomerase IV subunit A,1,0,0,1,0,0,0
NP_417492.1 putative deoxycholate binding periplasmic protein,1,1,1,1,1,1,1
NP_417493.1 antitoxin of the MqsRA toxin-antitoxin system/DNA-binding transcriptional repressor MqsA,0,0,0,0,0,0,0
NP_417494.1 mRNA interferase/toxin of the MqsR-MqsA toxin-antitoxin system,0,0,0,0,0,0,0
NP_417496.1 BOF family protein YgiW,1,0,1,0,1,1,1
NP_417497.1 DNA-binding transcriptional activator QseB,0,0,0,0,0,0,0
NP_417498.1 sensory histidine kinase QseC,1,0,1,1,1,0,1
NP_417499.1 conserved inner membrane protein YgiZ,1,1,1,1,1,1,1
NP_417500.1 NADPH:quinone oxidoreductase MdaB,1,1,1,0,1,1,1
NP_417501.1 putative quinol monooxygenase YgiN,0,0,0,0,0,0,0
NP_417502.1 DNA topoisomerase IV subunit B,0,0,1,0,0,0,0
NP_417503.1 esterase YqiA,1,0,1,1,0,1,0
NP_417504.1 cAMP phosphodiesterase,1,0,0,0,0,0,0
NP_417505.1 DUF1249 domain-containing protein YqiB,1,1,1,0,0,1,0
NP_417506.1 ADP-sugar pyrophosphatase,0,0,0,0,0,0,0
NP_417507.2 outer membrane channel TolC,1,1,1,1,1,1,1
NP_417509.3 DUF1190 domain-containing protein YgiB,1,0,1,1,1,0,1
NP_417510.1 putative enzyme with ATPase activity,0,0,0,0,0,0,0
NP_417511.3 4-DOPA dioxygenase extradiol,0,0,0,1,1,0,0
NP_417512.1 heavy metal divalent cation transporter ZupT,1,1,1,1,1,1,1
NP_417513.1 3-dihydroxy-2-butanone-4-phosphate synthase,1,1,1,0,0,1,0
NP_417514.4 ubiquinone biosynthesis accessory factor UbiK,0,0,0,0,0,0,0
NP_417515.1 putative fimbrial protein YgiL,1,1,1,1,1,1,1
NP_417516.3 IS2 insertion element repressor InsA,0,0,0,0,0,0,0
NP_417517.1 IS2 insertion element protein InsB,0,0,0,0,0,0,0
NP_417519.4 putative fimbrial chaperone YqiH,1,1,1,1,1,1,1
NP_417520.1 putative fimbrial protein YqiI,1,0,1,1,1,1,1
NP_417521.1 surface composition regulator,0,0,0,0,0,0,0
NP_417522.1 putative inner membrane protein,1,1,1,1,1,1,1
NP_417523.1 protein YqiK,1,0,1,0,1,0,0
NP_417524.1 fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,1,0,1,0,0,0,0
NP_417525.1 fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase,0,0,0,1,0,0,0
NP_417526.1 inorganic triphosphatase,0,0,0,0,0,0,0
NP_417527.1 putative signal transduction protein (SH3 domain),1,0,1,0,1,0,1
NP_417528.1 fused tRNA nucleotidyltransferase/2''-cyclic phosphodiesterase/2' nucleotidase and phosphatase,0,0,0,0,0,0,0
NP_417529.1 undecaprenyl pyrophosphate phosphatase,1,1,1,1,1,1,1
NP_417530.2 dihydroneopterin aldolase,0,0,0,0,0,0,0
NP_417531.1 putative glycerol-3-phosphate acyltransferase,1,1,1,1,1,1,1
NP_417532.1 DNA-binding transcriptional activator Dan,0,0,0,0,0,0,0
NP_417533.1 L(+)-tartrate dehydratase subunit alpha,0,0,0,0,0,0,0
NP_417534.1 L(+)-tartrate dehydratase subunit beta,0,0,0,0,0,0,0
NP_417535.1 L-tartrate:succinate antiporter,1,1,1,1,1,1,1
NP_417536.1 N(6)-L-threonylcarbamoyladenine synthase TsaD subunit,0,0,0,1,0,0,0
NP_417537.1 30S ribosomal subunit protein S21,0,0,1,0,0,0,0
NP_417538.1 DNA primase,1,0,1,1,1,1,0
NP_417539.1 RNA polymerase sigma 70 (sigma D) factor,0,0,0,0,0,0,0
NP_417540.1 stationary phase mismatch/uracil DNA glycosylase,0,0,0,0,0,0,0
NP_417541.1 NADPH-dependent ferric chelate reductase,0,0,0,0,0,0,0
NP_417542.1 DNA-binding transcriptional repressor NfeR,0,0,0,0,0,0,0
NP_417543.1 aerotaxis sensor receptor flavoprotein,1,0,1,1,1,0,1
NP_417544.5 putrescine aminotransferase,1,0,1,1,0,0,0
NP_417545.1 putative tRNA-binding protein YgjH,0,0,0,0,0,0,0
NP_417546.1 DNA-binding transcriptional repressor EbgR,1,0,1,0,0,0,0
NP_417548.1 DUF386 domain-containing evolved beta-D-galactosidase subunit beta,0,0,0,0,0,0,0
NP_417550.1 protein YgjJ,1,1,1,1,0,0,0
NP_417551.1 glycoside hydrolase,1,1,1,1,1,1,1
NP_417552.1 2-dienoyl-CoA reductase,1,0,0,1,1,0,0
NP_417553.1 antitoxin/DNA-binding transcriptional repressor HigA,0,0,0,0,0,0,0
NP_417554.1 ribosome-dependent mRNA interferase toxin HigB,0,0,1,0,0,1,0
NP_417555.4 23S rRNA m(2)G1835 methyltransferase,0,0,0,0,0,0,0
NP_417556.2 putative metal-dependent hydrolase,0,0,0,0,0,0,0
NP_417557.1 DUF218 domain-containing protein YgjQ,1,1,0,1,1,0,1
NP_417558.2 putative oxidoreductase YgjR,1,1,1,1,0,1,0
NP_417560.1 serine/threonine:Na(+) symporter,1,1,1,1,1,1,1
NP_417561.1 inner membrane protein,1,1,1,1,1,1,1
NP_417562.1 D-altronate dehydratase,0,0,1,0,0,0,0
NP_417563.1 D-glucoronate/D-galacturonate isomerase,0,0,0,0,0,0,0
NP_417564.2 hexuronate transporter,1,1,1,1,1,1,1
NP_417565.2 DNA-binding transcriptional repressor ExuR,0,0,0,0,0,0,0
NP_417566.1 DedA family protein YqjA,1,1,1,1,1,1,1
NP_417567.1 modulator protein MzrA,1,0,0,1,1,0,1
NP_417568.2 DUF1090 domain-containing protein YqjC,1,0,1,0,0,0,0
NP_417569.1 ribosome- and membrane-associated DUF883 domain-containing protein YqjD,1,0,0,0,1,0,0
NP_417570.1 conserved inner membrane protein YqjE,1,1,1,1,1,1,1
NP_417571.1 conserved protein YqjK,1,0,0,0,1,0,1
NP_417572.2 DoxX family protein,1,1,1,1,1,1,1
NP_417573.1 glutathionyl-hydroquinone reductase YqjG,0,0,0,1,0,0,0
NP_417574.1 putative inner membrane protein,1,1,1,1,1,1,1
NP_417575.1 putative inner membrane protein,1,1,1,1,1,1,1
NP_417576.1 DNA-binding transcriptional activator YhaJ,0,0,0,0,0,0,0
NP_417577.1 bicupin-related protein,0,0,0,0,0,0,0
NP_417578.2 uncharacterized protein YhaL,0,1,0,0,0,0,0
NP_417583.4 putative enamine/imine deaminase,0,0,0,0,0,0,0
NP_417585.2 propionate kinase,0,0,0,1,0,0,0
NP_417586.1 threonine/serine:H(+) symporter,1,1,1,1,1,1,1
NP_417587.1 catabolic threonine dehydratase,0,0,0,0,0,0,0
NP_417588.1 DNA-binding transcriptional activator TdcA,1,0,1,1,1,1,1
NP_417589.4 DNA-binding transcriptional activator TdcR,0,0,0,1,0,0,0
NP_417590.2 protein YhaB,0,0,0,0,0,0,0
NP_417591.1 uncharacterized protein YhaC,1,1,1,0,0,0,0
NP_417593.4 glycerate 2-kinase 1,0,0,0,1,0,0,0
NP_417594.3 tartronate semialdehyde reductase,1,0,0,0,0,0,0
NP_417595.1 alpha-dehydro-beta-deoxy-D-glucarate aldolase,0,0,0,1,0,0,0
