Sequence ID,gb,knn,log,nb,rf,svm,tree
NP_012770.1 phosphoglycerate mutase GPM1,0,0,0,0,0,0,0
NP_012771.1 NADHX dehydratase,0,1,0,0,0,0,0
NP_012772.1 cytochrome-b5 reductase,1,0,1,0,1,0,1
NP_012773.1 RNA lariat debranching enzyme,0,0,0,0,0,0,0
NP_012774.1 succinate dehydrogenase flavoprotein subunit SDH1,1,0,1,1,0,0,0
NP_012776.1 Avt3p,1,1,1,1,1,1,1
NP_012777.1 proteasome regulatory particle base subunit RPT1,1,0,1,0,1,0,0
NP_012778.1 DNA-directed RNA polymerase III subunit RPC25,0,0,0,0,0,0,0
NP_012779.1 Ltv1p,0,0,1,0,0,0,0
NP_012780.1 Mrp8p,0,0,0,0,0,0,0
NP_012781.1 succinate dehydrogenase cytochrome b subunit SDH3,1,1,1,1,1,1,1
NP_012782.1 sterol esterase,1,1,0,1,1,0,1
NP_012783.1 cyclin-dependent serine/threonine protein kinase CTK1,0,0,1,0,0,1,0
NP_012784.1 mitochondrial 54S ribosomal protein YmL31,0,0,0,0,0,0,0
NP_012785.2 Cmc1p,0,0,0,0,0,0,0
NP_012787.1 Apl2p,1,1,1,1,1,1,0
NP_012788.2 metalloendopeptidase,1,0,1,1,1,0,1
NP_012789.2 Rci50p,1,0,1,0,1,0,0
NP_012790.1 putative tetrahydrofolate synthase,1,0,0,1,1,0,0
NP_012792.1 She2p,0,0,0,0,0,0,0
NP_012793.2 myosin 3,0,0,1,1,1,0,0
NP_012794.1 putative phosphomutase,0,0,0,0,0,0,0
NP_012795.1 phosphoglucomutase PGM1,1,0,1,1,1,0,0
NP_012796.1 serine/threonine protein kinase YPK1,1,1,1,1,1,1,1
NP_012797.1 rDNA-binding RNA polymerase I transcriptional factor,1,0,1,1,0,1,0
NP_012798.1 Ssh4p,1,1,1,1,1,0,1
NP_012800.1 signal recognition particle subunit SRP21,0,0,0,0,0,0,0
NP_012801.1 Dgr2p,0,1,0,1,1,0,1
NP_012802.1 Oac1p,1,1,1,1,1,1,1
NP_012803.1 Vph2p,1,1,1,0,1,1,1
NP_012805.1 Hsp90 cochaperone SBA1,0,0,0,0,0,0,0
NP_012806.1 serine/threonine protein kinase PRR1,0,0,0,0,0,0,0
NP_012808.1 DNA-(apurinic or apyrimidinic site) lyase APN1,1,0,1,0,0,0,0
NP_012809.1 multifunctional nuclease RAD27,0,0,0,0,0,0,0
NP_012810.1 DNA-binding protein ABF1,0,1,0,0,0,0,0
NP_012812.1 Kti12p,0,0,0,0,0,0,0
NP_012813.1 transcription factor HAP4,0,0,0,0,0,0,0
NP_012814.1 Sld2p,0,0,0,0,0,0,0
NP_012815.1 putative short-chain dehydrogenase/reductase,1,0,0,0,0,0,0
NP_012816.1 aspartate transaminase AAT1,1,0,1,1,1,1,0
NP_012817.1 Seg2p,1,0,1,1,0,0,0
NP_012818.1 glutamine--fructose-6-phosphate transaminase (isomerizing) GFA1,1,0,1,1,1,0,0
NP_012819.1 metalloaminopeptidase APE1,1,0,0,0,1,0,0
NP_012821.2 protein kinase HSL1,0,0,0,1,0,0,0
NP_012822.1 aspartic endopeptidase,1,1,1,1,1,1,1
NP_012823.2 rRNA-processing protein UTP11,0,0,0,0,0,0,0
NP_012824.1 Mtc2p,1,0,0,0,0,0,0
NP_012826.1 Cwp2p,1,1,0,1,1,1,1
NP_012827.1 Cwp1p,1,1,0,1,1,1,1
NP_012828.1 mRNA splicing protein YJU2,0,0,0,0,0,0,0
NP_012829.1 acylglycerol lipase,0,0,0,0,0,0,0
NP_012830.1 Mbr1p,0,0,0,0,0,0,0
NP_012831.1 GTPase-activating protein BUD2,1,1,0,1,1,1,1
NP_012832.1 phosphatidylinositol/phosphatidylcholine-binding protein,1,0,1,0,0,1,0
NP_012833.1 Cue2p,0,0,0,0,0,0,0
NP_012834.1 Mif2p,1,0,1,0,0,0,0
NP_012835.1 phosphopantothenoylcysteine decarboxylase complex subunit CAB3,0,0,0,0,0,0,0
NP_012836.1 cytochrome c1 heme lyase CYT2,1,0,0,1,0,0,0
NP_012837.1 sulfiredoxin,0,1,0,0,0,0,0
NP_012838.1 malate dehydrogenase MDH1,1,1,0,0,1,0,0
NP_012839.1 Hot13p,0,0,0,0,0,0,0
NP_012841.1 ribosome biosynthesis protein RRP14,0,0,0,0,0,0,0
NP_012842.1 translation elongation factor EF1B gamma,0,0,0,0,0,0,0
NP_012843.1 H(+)-transporting V1 sector ATPase subunit C,0,1,0,0,1,0,1
NP_012844.1 Smy1p,0,0,0,0,0,0,0
NP_012845.1 RNA helicase,1,0,1,1,1,1,0
NP_012846.1 Psg1p,1,0,1,0,1,0,1
NP_012848.1 uncharacterized protein YKL075C,0,0,1,0,0,0,0
NP_012849.1 Mud2p,1,0,1,0,0,1,0
NP_012850.1 Hsp70 family chaperone LHS1,1,1,1,1,1,0,1
NP_012851.1 Stb6p,0,0,1,1,0,0,0
NP_012852.1 uncharacterized protein YKL071W,1,0,0,1,1,0,1
NP_012853.1 uncharacterized protein YKL070W,0,0,0,0,0,0,0
NP_012854.1 L-methionine (R)-S-oxide reductase,0,0,0,0,0,0,0
NP_012855.1 FG-nucleoporin NUP100,1,1,1,1,1,1,1
NP_012856.1 nucleoside diphosphate kinase,0,0,0,0,0,0,0
NP_012858.2 Yet1p,1,1,1,1,1,1,1
NP_012859.1 putative Mg(2+) transporter MNR2,1,1,1,1,1,0,1
NP_012860.1 uncharacterized protein YKL063C,1,0,1,0,1,0,0
NP_012861.1 stress-responsive transcriptional activator MSN4,0,1,0,1,0,1,0
NP_012862.1 Bli1p,0,0,0,0,0,0,0
NP_012863.1 fructose-bisphosphate aldolase FBA1,0,0,0,0,0,0,0
NP_012864.1 cleavage polyadenylation factor subunit MPE1,1,1,1,0,0,0,0
NP_012865.1 transcription initiation factor IIA subunit gamma,1,0,1,0,0,0,0
NP_012866.1 Nup120p,1,1,1,1,1,1,1
NP_012867.1 Tma19p,0,0,0,0,0,0,0
NP_012868.1 3-oxoacyl-[acyl-carrier-protein] reductase (NADPH),1,0,0,1,1,1,1
NP_012869.1 DNA damage-responsive RNA polymerase-degradation factor DEF1,1,0,1,1,1,1,1
NP_012870.1 Mdm35p,0,0,0,0,0,0,0
NP_012872.2 Ask1p,0,0,0,0,0,0,0
NP_012873.1 Sfk1p,1,1,1,1,1,1,1
NP_012874.1 uncharacterized protein YKL050C,0,0,1,1,0,0,0
NP_012875.2 centromeric DNA-binding histone H3-like protein CSE4,0,1,0,0,0,0,0
NP_012876.1 serine/threonine protein kinase ELM1,0,0,0,1,0,0,0
NP_012877.1 Anr2p,1,0,1,1,1,0,0
NP_012878.1 putative mannan endo-1-alpha-mannosidase,1,1,1,1,1,1,1
NP_012879.1 DNA primase subunit PRI2,0,0,0,0,0,0,0
NP_012881.1 Phd1p,1,0,0,0,0,0,0
NP_012882.3 Spc42p,0,0,1,0,0,0,0
NP_012883.1 ESCRT-III subunit protein VPS24,0,1,1,0,1,0,1
NP_012884.3 Nfu1p,1,0,0,0,0,0,0
NP_012885.2 Ptm1p,1,1,1,1,1,1,1
NP_012886.3 Rgt1p,1,1,1,1,1,1,1
NP_012887.1 Aim26p,1,1,1,1,1,1,1
NP_012889.3 UTP glucose-1-phosphate uridylyltransferase,0,0,0,0,0,0,0
NP_012890.1 ubiquitin-protein ligase TUL1,1,1,1,1,1,1,1
NP_012891.4 putative hydrolase,0,0,0,0,0,0,0
NP_012892.1 Tti1p,0,0,0,1,1,1,1
NP_012893.3 DNA-binding transcription repressor IXR1,0,0,1,0,0,1,0
NP_012896.1 malate dehydrogenase (oxaloacetate-decarboxylating),1,1,1,1,1,0,0
NP_012897.3 transcription factor TFIIE subunit TFA1,1,0,1,0,1,0,0
NP_012898.1 tRNA threonylcarbamoyladenosine dehydratase,1,0,1,0,1,1,0
NP_012899.3 glutathione peroxidase GPX1,0,0,1,0,0,1,0
NP_012900.1 Pan3p,1,1,0,1,1,0,1
NP_012901.3 bifunctional uridylate/adenylate kinase,0,0,0,0,0,0,0
NP_012902.4 Ska1p,0,0,0,0,0,0,0
NP_012903.1 anaphase promoting complex subunit CDC16,1,0,1,1,1,0,0
NP_012904.3 Mak11p,0,0,0,0,0,0,0
NP_012905.1 Spt23p,1,1,1,1,1,1,1
NP_012906.3 bifunctional protein farnesyltransferase/protein geranylgeranyltransferase,0,0,0,0,0,0,0
NP_012907.3 WD-repeat containing protein SWD2,1,0,1,1,1,1,1
NP_012908.1 ATP-dependent 5'-3' DNA helicase HCS1,0,0,0,1,0,0,0
NP_012909.3 F1F0 ATP synthase subunit d,0,0,0,0,1,0,1
NP_012910.1 Put3p,1,1,1,1,1,1,1
NP_012911.3 Urb1p,1,1,1,1,1,1,1
NP_012912.1 Arc19p,0,0,0,0,0,0,0
NP_012913.3 Prp40p,0,0,0,0,0,0,0
NP_012914.1 cruciform cutting endonuclease,1,0,0,0,0,1,0
NP_012915.3 putative ubiquitin-protein ligase UFD4,1,0,1,1,1,0,1
NP_012916.1 Mrt4p,1,0,1,0,0,0,0
NP_012917.3 sphingosine N-acyltransferase LAC1,1,1,1,1,1,1,1
NP_012918.1 Cap1p,0,0,0,0,0,0,0
NP_012919.3 Sft1p,1,1,1,1,1,1,1
NP_012920.1 ribosomal 60S subunit protein L14A,0,0,0,0,0,0,0
NP_012921.3 Bye1p,0,0,0,0,0,0,0
NP_012922.1 inositol phosphorylceramide synthase,1,1,1,1,1,1,1
NP_012923.3 mitochondrial 37S ribosomal protein YmS16,0,0,0,0,0,0,0
NP_012924.2 ESCRT-III subunit protein DID4,1,1,1,0,0,0,0
NP_012925.3 adenylyl-sulfate kinase,0,1,1,0,0,0,0
NP_012926.1 dynamin-like GTPase VPS1,1,0,0,1,1,0,1
NP_012927.3 polynucleotide adenylyltransferase PAP1,1,0,1,0,1,0,0
NP_012928.1 oxysterol-binding protein OSH6,1,0,0,0,1,0,1
NP_012929.4 Ecm9p,0,0,1,1,1,1,1
NP_012930.2 uncharacterized protein YKR005C,1,1,1,1,1,1,1
NP_012931.4 mitochondrial 54S ribosomal protein YmL13,0,0,0,0,0,0,0
NP_012932.1 Meh1p,0,0,0,0,0,0,0
NP_012933.4 Rsc4p,1,1,1,1,1,0,0
NP_012934.1 bifunctional hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase FOX2,1,1,1,1,1,1,1
NP_012935.3 Tof2p,1,0,1,1,0,0,0
NP_012936.1 uncharacterized protein YKR011C,0,1,0,0,0,0,0
NP_012938.3 sterol-binding protein,1,0,1,1,0,1,0
NP_012939.1 Rab family GTPase YPT52,0,0,0,0,0,0,0
NP_012940.3 uncharacterized protein YKR015C,0,1,0,0,0,0,0
NP_012941.1 Mic60p,1,1,1,0,1,0,1
NP_012942.3 E3 ubiquitin-protein ligase HEL1,0,1,0,1,0,0,0
NP_012943.1 uncharacterized protein YKR018C,1,0,0,1,1,0,0
NP_012944.3 Irs4p,0,0,0,0,0,0,0
NP_012945.1 Vps51p,0,0,0,0,0,0,0
NP_012946.3 Aly1p,0,0,0,1,0,0,0
NP_012947.1 Ntr2p,0,1,0,0,0,0,0
NP_012948.3 Rqt4p,0,0,0,0,0,0,0
NP_012949.1 putative ATP-dependent RNA helicase,0,0,0,1,0,0,0
NP_012950.3 DNA-directed RNA polymerase III subunit C37,1,0,1,0,0,0,0
NP_012951.1 translation initiation factor eIF2B subunit alpha,0,0,0,0,0,0,0
NP_012952.3 Bch2p,1,1,0,1,1,1,1
NP_012953.2 Sap190p,1,0,1,1,1,0,0
NP_012954.3 histone-binding protein SET3,0,0,0,1,0,0,0
NP_012955.1 Gmh1p,1,1,1,1,1,1,1
NP_012956.3 phospholipase D,1,0,0,1,0,0,0
NP_012959.1 Dal80p,0,0,0,0,0,0,0
NP_012961.3 Did2p,0,0,1,0,1,0,1
NP_012962.3 Caf4p,1,0,1,1,1,0,0
NP_012963.3 Spc34p,0,0,0,0,0,0,0
NP_012964.2 tRNA N6-adenosine threonylcarbamoyltransferase,1,0,1,0,0,0,0
NP_012965.3 amino acid permease GAP1,1,1,1,1,1,1,1
NP_012967.1 uncharacterized protein YKR041W,0,0,0,0,0,0,0
NP_012968.4 SUN family protein UTH1,1,1,1,1,1,1,1
NP_012969.1 sedoheptulose-bisphosphatase,0,0,0,0,0,0,0
NP_012970.3 Uip5p,1,0,1,1,1,0,1
NP_012971.2 uncharacterized protein YKR045C,0,0,0,0,0,0,0
NP_012972.3 Pln1p,1,0,0,0,1,1,0
NP_012974.1 histone chaperone NAP1,1,0,1,0,0,0,0
NP_012975.3 putative redox protein,1,0,0,0,0,0,0
NP_012976.1 Trk2p,1,1,1,1,1,1,1
NP_012977.3 Hfl1p,1,0,1,1,1,1,0
NP_012978.1 Fe(2+) transporter,1,1,0,1,1,1,1
NP_012979.3 sphinganine kinase YSR3,1,1,1,1,1,1,1
NP_012980.1 dynein heavy chain,1,0,1,1,1,0,1
NP_012981.3 Rho family GTPase RHO4,0,0,0,0,0,0,0
NP_012982.2 tRNA (uracil(54)-C(5))-methyltransferase,1,0,1,1,0,0,0
NP_012983.3 ribosomal 40S subunit protein S21A,0,0,0,0,0,0,0
NP_012984.2 glycogenin glucosyltransferase GLG1,1,0,1,0,0,0,0
NP_012985.3 translation initiation factor eIF4A,0,0,1,0,0,0,0
NP_012986.1 Utp30p,0,0,0,0,0,0,0
NP_012987.3 mannosyltransferase KTR2,1,0,1,1,1,1,1
NP_012988.1 transcription factor TFIIE subunit TFA2,0,0,1,0,0,0,0
NP_012989.3 rRNA-processing protein LAS1,0,0,0,0,0,0,0
NP_012990.1 Oaf3p,0,0,0,1,0,0,0
NP_012991.3 Pam17p,1,1,1,1,1,1,1
NP_012992.1 cytochrome-c peroxidase,1,1,1,1,1,1,1
NP_012993.3 bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase GPT2,1,1,1,1,1,1,1
NP_012994.1 TRAPP complex core subunit BET3,0,0,0,0,0,0,0
NP_012995.3 uroporphyrinogen-III C-methyltransferase,1,0,1,1,1,1,1
NP_012996.1 uncharacterized protein YKR070W,1,0,1,0,1,1,0
NP_012997.3 electron carrier DRE2,1,0,1,0,0,0,0
NP_012998.1 phosphopantothenoylcysteine decarboxylase complex subunit SIS2,1,1,0,0,0,0,0
NP_013000.3 Aim29p,0,0,0,0,0,0,0
NP_013001.1 uncharacterized protein YKR075C,0,0,0,0,0,0,0
NP_013002.3 S-glutathionyl-(chloro)hydroquinone reductase,0,0,0,0,0,0,0
NP_013003.1 Msa2p,0,1,0,0,0,0,0
NP_013004.3 uncharacterized protein YKR078W,0,0,0,0,0,0,0
NP_013005.1 tRNase Z,0,1,0,1,0,0,0
NP_013006.3 methylenetetrahydrofolate dehydrogenase (NAD(+)),1,1,1,0,0,0,0
NP_013007.1 rRNA-binding ribosome biosynthesis protein RPF2,0,0,1,0,0,0,0
NP_013008.3 Nup133p,1,0,1,1,1,1,1
NP_013009.1 Dad2p,0,0,0,0,0,0,0
NP_013010.3 ribosome dissociation factor GTPase HBS1,1,1,0,0,0,0,0
NP_013011.1 mitochondrial 54S ribosomal protein YmL20,0,0,0,0,0,0,0
NP_013012.3 DEAH-box RNA helicase PRP16,1,0,1,1,1,0,0
NP_013013.2 metalloendopeptidase,1,1,1,1,1,1,1
NP_013014.3 Tvp38p,1,1,1,1,0,1,1
NP_013015.1 triacylglycerol lipase,1,1,0,1,1,0,0
NP_013016.4 Pxl1p,0,0,1,0,0,0,0
NP_013017.2 DNA-binding protein SRL3,0,0,0,0,0,0,0
NP_013018.3 Srp40p,0,0,0,0,0,1,0
NP_013019.1 Ptr2p,1,1,1,1,1,1,1
NP_013020.3 ubiquitin-ribosomal 60S subunit protein L40B fusion protein,0,0,0,0,0,0,0
NP_013021.1 Mlp1p,0,1,1,1,0,0,0
NP_013022.1 Esl2p,1,0,1,1,1,1,1
NP_013023.3 phosphoenolpyruvate carboxykinase PCK1,0,0,0,1,1,0,0
NP_013024.1 ubiquitin-specific protease UBP11,1,0,1,1,1,0,1
NP_013025.3 Bas1p,0,0,0,1,0,0,0
NP_013026.2 Skg1p,1,0,1,0,1,1,0
NP_013027.4 Sir1p,0,0,1,1,0,0,0
NP_013028.1 Flo10p,1,0,1,1,1,1,1
NP_013029.3 putative multidrug transporter NFT1,1,1,1,1,1,1,1
NP_013030.1 uncharacterized protein YKR104W,1,0,1,0,0,1,0
NP_013031.3 basic amino acid transporter,1,1,1,1,1,1,1
NP_013032.1 glutathione exchanger,1,1,1,1,1,1,1
NP_013033.1 Y' element ATP-dependent helicase,1,1,1,1,1,1,0
NP_013034.1 Y' element ATP-dependent helicase,1,1,1,1,1,1,0
NP_013036.1 seripauperin PAU18,1,0,0,1,1,1,0
NP_013037.1 acetyltransferase,1,0,0,1,0,0,0
NP_013038.1 S-adenosylmethionine-homocysteine S-methyltransferase MHT1,0,0,0,0,0,0,0
NP_013039.1 S-methylmethionine permease MMP1,1,1,1,1,1,1,1
NP_013040.1 glutathione transferase GTT2,0,0,0,0,0,0,0
NP_013042.1 cystathionine gamma-synthase,1,1,1,1,1,0,0
NP_013043.1 sulfonate dioxygenase,0,0,0,0,0,0,0
NP_013044.1 uncharacterized protein YLL056C,1,0,0,0,0,0,0
NP_013045.1 Yct1p,1,1,1,1,1,1,1
NP_013046.2 uncharacterized protein YLL054C,1,1,0,1,1,1,1
NP_013047.1 uncharacterized protein YLL053C,1,1,1,1,1,1,1
NP_013048.1 Aqy2p,1,1,1,1,1,1,1
NP_013049.1 putative ferric-chelate reductase,1,1,1,1,1,1,1
NP_013050.1 cofilin,0,0,0,0,0,0,0
NP_013051.1 Ldb18p,0,0,1,0,0,1,0
NP_013052.1 bile acid-transporting ATPase YBT1,1,1,1,1,1,1,1
NP_013054.1 Rnp1p,0,0,0,0,0,0,0
NP_013055.1 ribosomal 60S subunit protein L8B,0,0,0,0,0,0,0
NP_013057.1 Fps1p,1,1,1,1,1,1,1
NP_013058.1 E2-like conjugating enzyme,0,1,0,1,0,1,0
NP_013059.1 succinate dehydrogenase iron-sulfur protein subunit SDH2,1,1,1,0,1,0,0
NP_013060.1 membrane morphogenesis protein VPS13,1,1,1,1,1,1,1
NP_013061.1 ubiquitin,1,1,1,0,0,1,0
NP_013062.1 Ent4p,0,1,0,0,0,0,0
NP_013064.1 E3 ubiquitin-protein ligase PRP19,1,0,1,0,1,1,0
NP_013065.1 polynucleotide 5'-hydroxyl-kinase,0,1,0,1,1,0,0
NP_013066.1 putative AAA family ATPase RIX7,1,0,1,1,0,0,0
NP_013067.1 Irc19p,0,1,0,0,0,0,0
NP_013068.1 uncharacterized protein YLL032C,1,1,0,1,1,1,1
NP_013069.1 mannose-ethanolamine phosphotransferase GPI13,1,1,1,1,1,1,1
NP_013071.1 aminopeptidase P,0,0,0,1,0,0,0
NP_013072.1 Tpo1p,1,1,1,1,1,1,1
NP_013073.1 Fe-binding Fe/S cluster assembly protein ISA1,0,0,0,0,0,0,0
NP_013074.1 chaperone ATPase HSP104,1,0,1,1,0,0,0
NP_013075.1 seripauperin PAU17,1,1,1,1,1,1,1
NP_013076.1 Hsp70 family chaperone SSA2,1,0,1,0,1,0,1
NP_013077.1 nucleoporin POM33,1,1,1,1,1,1,1
NP_013078.1 Hif1p,1,0,1,0,0,0,0
NP_013079.1 Spa2p,0,1,0,1,0,0,0
NP_013081.1 serine/threonine protein kinase KNS1,1,0,0,1,0,0,0
NP_013082.1 Cox19p,0,0,0,0,0,0,0
NP_013083.1 aspartate--tRNA ligase DPS1,0,0,0,0,0,0,0
NP_013086.1 ATP-binding cassette bilirubin transporter BPT1,1,1,1,1,1,1,1
NP_013087.1 Emc6p,1,1,1,1,1,1,1
NP_013088.1 mRNA-binding protein PUF3,1,0,1,1,1,0,1
NP_013089.1 sterol esterase,1,1,0,1,1,0,1
NP_013090.1 rRNA-processing protein SOF1,0,0,0,0,0,0,0
NP_013091.1 phosphatase,0,0,1,0,0,0,0
NP_013092.1 copper metallochaperone COX17,1,1,0,0,0,0,0
NP_013093.1 putative ATP-dependent RNA helicase,1,0,1,0,0,0,0
NP_013094.1 Lmo1p,0,0,1,1,1,1,1
NP_013095.1 ERMES complex subunit MMM1,1,1,1,1,1,1,1
NP_013096.1 Spo75p,1,1,1,1,1,1,1
NP_013097.1 origin recognition complex subunit 3,0,0,1,1,1,1,0
NP_013098.1 Sfi1p,0,0,0,1,0,0,0
NP_013099.1 H3 histone acetyltransferase RTT109,0,1,0,1,1,1,0
NP_013100.1 dynamin-related GTPase DNM1,1,1,1,1,1,0,0
NP_013101.1 uncharacterized protein YLR001C,1,0,1,1,1,1,1
NP_013102.1 Noc3p,1,1,0,0,0,0,0
NP_013103.1 Cms1p,0,0,1,0,0,0,0
NP_013104.1 Thi73p,1,1,1,1,1,1,1
NP_013105.1 TFIIH/NER complex subunit SSL1,0,0,0,0,0,0,0
NP_013106.1 mitogen-activated protein kinase kinase kinase SSK1,1,0,0,1,1,0,0
NP_013107.1 Smc5-Smc6 complex subunit NSE1,1,0,0,0,0,0,0
NP_013108.1 Pam18p,1,0,1,0,1,0,1
NP_013109.1 ATPase-activating ribosome biosynthesis protein,0,0,0,0,0,0,0
NP_013110.1 Ten1p,0,1,0,0,0,0,0
NP_013111.1 flavin-dependent quinone reductase,0,0,0,0,0,0,0
NP_013112.2 uncharacterized protein YLR012C,1,0,1,0,0,0,0
NP_013113.1 Gat3p,0,0,0,0,0,0,0
NP_013114.1 Ppr1p,1,1,1,1,1,1,1
NP_013115.1 Bre2p,0,0,1,0,0,0,0
NP_013116.1 Pml1p,0,0,0,0,0,0,0
NP_013117.1 S-methyl-5-thioadenosine phosphorylase,1,0,0,0,0,0,0
NP_013118.1 Pom34p,1,1,1,0,1,0,1
NP_013119.1 putative phosphatase,0,0,1,0,0,0,0
NP_013120.1 sterol esterase,1,0,1,1,1,0,1
NP_013121.1 Irc25p,0,0,0,0,0,0,0
NP_013122.1 guanine nucleotide exchange factor SDO1,0,0,0,0,0,0,0
NP_013123.1 Izh3p,1,1,1,1,1,1,1
NP_013124.1 putative ubiquitin-protein ligase UBR2,0,1,0,1,1,1,1
NP_013125.1 ESCRT-III subunit protein SNF7,0,1,0,0,1,0,1
NP_013126.1 t-SNARE syntaxin,1,0,1,0,1,1,1
NP_013127.2 aspartate transaminase AAT2,0,0,0,1,1,0,0
NP_013128.1 bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase ADE16,0,0,1,1,0,0,0
NP_013129.1 ribosomal 60S subunit protein L15A,0,0,1,0,0,0,0
NP_013130.1 uncharacterized protein YLR030W,0,0,0,0,0,0,0
NP_013131.1 uncharacterized protein YLR031W,0,0,0,0,0,0,0
NP_013132.1 DNA helicase RAD5,1,0,1,1,0,0,0
NP_013133.1 Rsc58p,1,0,1,0,0,0,0
NP_013134.1 putative divalent metal ion transporter SMF3,1,1,1,1,1,1,1
NP_013135.1 mismatch repair protein MLH2,1,0,0,1,1,0,0
NP_013136.1 gag-pol fusion protein,0,1,0,1,0,0,0
NP_013137.1 uncharacterized protein YLR036C,1,1,1,1,1,1,1
NP_013138.1 seripauperin PAU23,1,0,0,1,1,1,0
NP_013139.1 cytochrome c oxidase subunit VIb,1,0,0,0,1,0,1
NP_013140.1 Ric1p,0,1,0,1,1,0,1
NP_013141.1 Afb1p,1,1,0,1,1,1,1
NP_013143.1 uncharacterized protein YLR042C,1,1,1,1,1,1,1
NP_013144.1 thioredoxin TRX1,1,1,1,0,1,1,1
NP_013145.1 indolepyruvate decarboxylase 1,1,0,0,1,1,0,0
NP_013146.1 Stu2p,1,1,0,1,0,0,0
NP_013147.1 uncharacterized protein YLR046C,1,1,1,1,1,1,1
NP_013148.1 putative ferric-chelate reductase,1,1,1,1,1,1,1
NP_013149.1 ribosomal 40S subunit protein S0B,0,0,0,0,0,0,0
NP_013150.1 Mlo50p,0,1,0,1,0,0,0
NP_013151.1 Ema19p,1,1,1,1,1,1,1
NP_013152.1 Fcf2p,0,0,0,0,0,0,0
NP_013153.1 Ies3p,0,1,0,0,0,0,0
NP_013154.1 uncharacterized protein YLR053C,0,0,0,0,0,0,0
NP_013155.2 Osw2p,1,1,1,1,0,0,0
NP_013156.1 SAGA complex subunit SPT8,1,0,1,0,1,0,0
NP_013157.1 C-5 sterol desaturase,1,1,1,1,1,1,1
NP_013158.1 putative mannosidase MNL2,1,0,1,1,1,1,1
NP_013159.1 glycine hydroxymethyltransferase SHM2,0,0,0,0,0,0,0
NP_013160.1 Rex2p,0,0,0,0,0,0,0
NP_013161.1 phenylalanine--tRNA ligase subunit beta,0,0,0,0,0,0,0
NP_013162.1 ribosomal 60S subunit protein L22A,0,0,0,0,0,0,0
NP_013164.1 25S rRNA (uracil2843-N3)-methyltransferase,1,0,0,1,1,0,1
NP_013165.1 Per33p,1,1,1,1,1,1,1
NP_013166.1 Snd2p,1,1,1,1,1,1,1
NP_013167.1 signal peptidase complex subunit SPC3,1,0,1,1,1,1,1
NP_013168.1 Pet309p,1,1,1,1,1,1,1
NP_013169.1 Fyv7p,0,0,0,0,0,0,0
NP_013170.1 Mef1p,1,0,1,1,0,0,0
NP_013171.1 D-xylulose reductase XYL2,0,0,0,0,0,0,0
NP_013172.1 Rgr1p,1,1,0,1,1,1,1
NP_013173.1 Lam6p,1,1,1,1,1,1,1
NP_013174.1 Rfu1p,1,0,1,0,0,1,0
NP_013175.1 Bud20p,0,0,0,0,0,0,0
NP_013176.1 ribosomal 60S subunit protein L10,0,0,0,0,0,0,0
NP_013178.1 Fmp25p,1,1,1,1,1,1,0
NP_013179.1 Bos1p,1,0,1,0,1,0,1
NP_013180.1 cyclin-dependent protein serine/threonine kinase inhibiting protein SIC1,0,0,0,0,0,0,0
NP_013181.1 Emp46p,1,0,1,0,1,1,1
NP_013182.1 galactose permease GAL2,1,1,1,1,1,1,1
NP_013183.1 Srl2p,0,0,0,0,0,0,0
NP_013184.1 Emp70p,1,1,1,1,1,1,1
NP_013185.1 Rax2p,1,1,1,1,1,1,1
NP_013186.1 Arp6p,0,0,0,1,0,0,0
NP_013187.1 condensin subunit SMC4,0,0,1,1,0,0,0
NP_013188.1 Csf1p,1,1,1,1,1,1,1
NP_013189.1 GPI-anchor transamidase subunit GAA1,1,1,1,1,1,1,1
NP_013190.1 alanine transaminase ALT1,1,0,0,1,0,0,0
NP_013191.1 Xdj1p,1,0,1,0,0,0,0
NP_013192.1 Gep5p,1,0,0,1,1,0,0
NP_013193.1 sulfate permease,1,1,1,1,1,1,1
NP_013194.2 Nyv1p,1,0,1,1,1,0,1
NP_013195.1 Gis3p,0,0,0,0,0,0,0
NP_013196.1 Ioc2p,0,0,0,1,0,0,0
NP_013197.1 serine/threonine protein kinase KIN2,1,0,1,1,0,0,0
NP_013198.1 SCF ubiquitin ligase complex subunit HRT3,0,0,0,0,0,0,0
NP_013199.1 Cha4p,1,1,0,1,1,1,1
NP_013200.1 lysophosphatidic acid acyltransferase ICT1,1,1,0,1,1,0,0
NP_013201.1 3-keto-steroid reductase,1,0,1,1,1,1,1
NP_013203.1 anaphase promoting complex subunit 9,0,0,0,0,0,0,0
NP_013204.1 DNA replication initiation factor CDC45,1,1,1,1,1,1,0
NP_013205.1 Lcl2p,1,0,0,0,1,0,1
NP_013206.1 tRNA splicing endonuclease subunit SEN2,0,0,0,0,0,0,0
NP_013207.1 AAA family ATPase midasin,1,1,1,1,1,1,1
NP_013208.1 RNA exonuclease,0,0,0,0,0,0,0
NP_013209.1 uncharacterized protein YLR108C,0,0,0,0,0,0,0
NP_013210.1 thioredoxin peroxidase AHP1,0,0,0,0,1,0,0
NP_013211.1 Ccw12p,1,0,0,1,1,1,1
NP_013214.1 mitogen-activated protein kinase HOG1,0,0,0,0,0,0,0
